delivery_id,customer_id,jumpman_id,vehicle_type,pickup_place,place_category,item_name,item_quantity,item_category_name,how_long_it_took_to_order,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,when_the_delivery_started,when_the_Jumpman_arrived_at_pickup,when_the_Jumpman_left_pickup,when_the_Jumpman_arrived_at_dropoff,start - dropoff,as the bird flies distance,wasted time (leftpickup - started - howlong),Delivery Minutes
1321249,50563,39733,bicycle,J. G. Melon,Burger,Cheeseburger,2,Main Menu,06:34.1,40.77113521,-73.9596231,40.785253,-73.956828,10/8/14 10:08 PM,10/8/14 10:21 PM,10/8/14 10:31 PM,10/8/14 10:40 PM,0.022686123,0.014391825,0:16,9
1321248,155024,138873,car,Meme Mediterranean,Mediterranean,,,,16:11.3,40.73635,-74.00588,40.732557,-74.004401,10/8/14 10:09 PM,10/8/14 10:21 PM,10/8/14 10:33 PM,10/8/14 10:41 PM,0.021973507,0.004071153,0:7,7
1321288,146802,124897,bicycle,Mighty Quinn's BBQ,BBQ,Brisket,1,Meats,,40.72751895,-73.9886713,40.7455517,-73.9786196,10/8/14 10:12 PM,10/8/14 10:10 PM,10/8/14 10:23 PM,10/8/14 10:38 PM,0.017695185,0.020645023,0:11,14
1321299,224787,10940,bicycle,Mighty Quinn's BBQ,BBQ,Burnt End Baked Beans,1,Sides,,40.72751895,-73.9886713,40.73336171,-73.99011722,10/8/14 10:14 PM,10/8/14 10:18 PM,10/8/14 10:27 PM,10/8/14 10:33 PM,0.012762546,0.006019021,0:12,5
1321372,242689,104533,bicycle,The Odeon,American,Steak Tartare,1,Appetizers (dinner),,40.71701346,-74.00812268,40.71089394,-74.0053836,10/8/14 10:24 PM,10/8/14 10:25 PM,10/8/14 10:44 PM,10/8/14 10:53 PM,0.020432407,0.006704558,0:20,9
1321420,134152,83565,bicycle,The Meatball Shop,Italian,Rigatoni,2,Stick To Your Bones,06:07.0,40.71811007,-73.95754527,40.714367,-73.951418,10/8/14 10:29 PM,10/8/14 10:30 PM,10/8/14 10:46 PM,10/8/14 10:48 PM,0.013340822,0.007180112,0:10,2
1321420,134152,83565,bicycle,The Meatball Shop,Italian,Vegetable Hero,1,Heroes,06:07.0,40.71811007,-73.95754527,40.714367,-73.951418,10/8/14 10:29 PM,10/8/14 10:30 PM,10/8/14 10:46 PM,10/8/14 10:48 PM,0.013340822,0.007180112,0:10,2
1321474,73057,156557,car,Milano Market,,,,,02:52.1,40.805839,-73.965462,40.80610775,-73.96359097,10/8/14 10:38 PM,,,10/8/14 10:49 PM,0.007557905,0.00189023,#NUM!,#N/A
1321740,55478,123581,bicycle,Sushi Seki (archived),Japanese,,,,05:56.8,40.76183668,-73.96040372,40.79121,-73.953012,10/8/14 11:19 PM,10/8/14 11:37 PM,10/8/14 11:41 PM,10/8/14 11:57 PM,0.026709815,0.030289097,0:16,15
1321796,301032,20217,car,Otto Enoteca Pizzeria,Italian,Sformato di Parmigiano,2,Salads,02:18.9,40.73206376,-73.99615467,40.71431189,-74.00768708,10/8/14 11:31 PM,10/8/14 11:37 PM,10/8/14 11:53 PM,10/9/14 12:03 AM,0.022117627,0.021168978,0:19,10
1321796,301032,20217,car,Otto Enoteca Pizzeria,Italian,Prosciutto Arugula,1,Pizzas,02:18.9,40.73206376,-73.99615467,40.71431189,-74.00768708,10/8/14 11:31 PM,10/8/14 11:37 PM,10/8/14 11:53 PM,10/9/14 12:03 AM,0.022117627,0.021168978,0:19,10
1321798,80466,156557,car,J. G. Melon,Burger,Cottage Fried Potatoes,1,Main Menu,01:51.9,40.77113521,-73.9596231,40.76712295,-73.96956175,10/8/14 11:32 PM,10/8/14 11:32 PM,10/8/14 11:43 PM,10/8/14 11:48 PM,0.011745312,0.010717968,0:9,5
1321817,354016,19432,car,Blue Ribbon Sushi Izakaya,Japanese,Sake,1,Taiseyo (Atlantic Ocean),02:16.5,40.72197958,-73.98814821,40.7233295,-73.9915018,10/8/14 11:37 PM,10/8/14 11:37 PM,10/8/14 11:50 PM,10/8/14 11:56 PM,0.013082755,0.003615083,0:10,5
1321822,290605,157086,car,Duane Reade,Drug Store,,,,,40.72229087,-73.99711785,40.72009554,-73.99585873,10/8/14 11:37 PM,10/8/14 11:46 PM,10/9/14 12:02 AM,10/9/14 12:09 AM,0.02161434,0.002530779,0:24,6
1321840,63361,20962,walker,Momofuku Milk Bar,Dessert,B'day Cake Truffles,1,Cake Truffles,,40.73179547,-73.98567259,40.7474814,-74.0021565,10/8/14 11:41 PM,10/8/14 11:44 PM,10/8/14 11:53 PM,10/9/14 12:08 AM,0.018829225,0.022754507,0:11,15
1321844,296668,104533,bicycle,Wendy's,Fast Food,,,,,40.74783047,-73.98509484,40.7342506,-73.9902123,10/8/14 11:41 PM,10/8/14 11:46 PM,10/9/14 12:02 AM,10/9/14 12:15 AM,0.022998102,0.014512105,0:20,12
1321853,81828,152114,bicycle,Café Select,German,Coconut Water,1,Sodas,02:54.1,40.72164844,-73.99753332,40.72530703,-73.99445242,10/8/14 11:44 PM,10/8/14 11:55 PM,10/9/14 12:07 AM,10/9/14 12:15 AM,0.021838866,0.004783015,0:20,7
1321950,297232,53095,bicycle,Empanada Mama (closed),Mexican,Shredded Chicken,2,Oven Baked Wheat Flour,02:18.3,40.764217,-73.988321,40.7637931,-73.9722014,10/9/14 12:02 AM,10/9/14 12:04 AM,10/9/14 12:16 AM,10/9/14 12:25 AM,0.015901655,0.016125173,0:11,8
1322016,333127,142140,car,Empanada Mama (closed),Mexican,Broccoli and Cheese,1,Corn Flour,03:37.2,40.764217,-73.988321,40.74794536,-73.97885433,10/9/14 12:19 AM,10/9/14 12:27 AM,10/9/14 12:35 AM,10/9/14 12:51 AM,0.022074873,0.01882509,0:11,16
1322133,49104,156557,car,Empanada Mama (closed),Mexican,Reggaeton,1,Wheat Flour,05:35.0,40.764217,-73.988321,40.74789673,-74.00360827,10/9/14 1:10 AM,10/9/14 1:21 AM,10/9/14 1:33 AM,10/9/14 1:42 AM,0.022305405,0.022361841,0:17,8
1322133,49104,156557,car,Empanada Mama (closed),Mexican,Romeo and Juliet,1,Dessert Wheat Flour,05:35.0,40.764217,-73.988321,40.74789673,-74.00360827,10/9/14 1:10 AM,10/9/14 1:21 AM,10/9/14 1:33 AM,10/9/14 1:42 AM,0.022305405,0.022361841,0:17,8
1322451,42828,158266,scooter,Starbucks,Coffee,,,,,40.727612,-74.007306,40.725517,-74.010013,10/9/14 7:56 AM,10/9/14 8:29 AM,10/9/14 8:43 AM,10/9/14 8:50 AM,0.03740485,0.003422992,0:47,6
1322472,163794,158266,scooter,Dunkin' Donuts,Coffee,,,,,40.74614473,-73.99411647,40.7479961,-73.9959321,10/9/14 8:32 AM,,,10/9/14 9:25 AM,0.036829063,0.002593082,#NUM!,#N/A
1322485,114241,142301,bicycle,Tompkins Square Bagels,Bakery,Sesame,1,Bagels,,40.72813,-73.98202,40.755993,-73.9861362,10/9/14 9:11 AM,10/9/14 9:30 AM,10/9/14 9:40 AM,10/9/14 10:20 AM,0.047939306,0.028165402,0:28,40
1322487,56088,158266,scooter,buybuyBABY,Kids & Baby,,,,,40.74552457,-73.99443784,40.7277032,-74.0070612,10/9/14 9:12 AM,10/9/14 9:09 AM,10/9/14 9:44 AM,10/9/14 9:53 AM,0.028450185,0.021839194,0:32,8
1322489,58898,91807,walker,Juice Press,Juice Bar,Detox Super Smoothie,1,Raw Superfood Smoothies,,40.72966391,-73.98643204,40.7299536,-73.9863498,10/9/14 9:16 AM,,,10/9/14 9:44 AM,0.019909074,0.000301137,#NUM!,#N/A
1322499,297130,158266,scooter,Dominique Ansel Bakery,Bakery,"Cronut (limited availability, Limit TWO per customer)",1,Viennoiserie,,40.725096,-74.00307477,40.735797,-74.000366,10/9/14 9:29 AM,10/9/14 9:56 AM,10/9/14 10:28 AM,10/9/14 10:37 AM,0.047802002,0.011038514,0:59,9
1322551,82006,91807,walker,The Home Depot,,,,,,40.74198335,-73.99087741,40.7209324,-73.98737837,10/9/14 9:58 AM,10/9/14 10:14 AM,10/9/14 10:25 AM,10/9/14 10:41 AM,0.029748519,0.021339772,0:26,16
1322565,133424,99219,bicycle,Starbucks,Coffee,,,,,40.72263849,-73.99800161,40.7219496,-73.9941563,10/9/14 10:10 AM,10/9/14 10:13 AM,10/9/14 10:25 AM,10/9/14 10:27 AM,0.011284468,0.003906527,0:14,1
1322572,139159,101359,bicycle,Bed Bath & Beyond,Department Store,,,,,40.739974,-73.99475922,40.7172059,-73.9898473,10/9/14 10:14 AM,10/9/14 10:28 AM,10/9/14 11:12 AM,10/9/14 11:33 AM,0.055093021,0.023291916,0:58,21
1322618,369242,102048,car,Whole Foods Market,Grocery Store,Zinc 50mg Target Mins Tb,1,Vitamin Supplements,,40.723955,-73.991829,40.72462541,-73.99563175,10/9/14 10:51 AM,10/9/14 11:05 AM,10/9/14 11:30 AM,10/9/14 11:35 AM,0.030544606,0.003861393,0:39,4
1322686,275689,140206,bicycle,Chop't,Salad,Saratoga Spring Water,1,Drinks,07:45.4,40.73728291,-73.99090845,40.7512205,-74.0043906,10/9/14 11:17 AM,10/9/14 11:31 AM,10/9/14 11:51 AM,10/9/14 12:09 PM,0.03645294,0.019391365,0:26,18
1322720,88838,49875,bicycle,sweetgreen,Salad,,,,07:08.2,40.74507859,-73.98882151,40.7235756,-73.9930942,10/9/14 11:26 AM,10/9/14 11:27 AM,10/9/14 11:41 AM,10/9/14 11:51 AM,0.017403762,0.021923377,0:7,10
1322723,340592,144919,bicycle,sweetgreen,Salad,Kale Caesar,1,Signatures,10:09.2,40.72132319,-74.00973201,40.71509,-74.014192,10/9/14 11:28 AM,10/9/14 11:47 AM,10/9/14 12:03 PM,10/9/14 12:10 PM,0.029059722,0.007664473,0:24,6
1322722,151789,79598,bicycle,sweetgreen,Salad,Guacamole Greens,1,Signatures,07:33.4,40.74507859,-73.98882151,40.7506213,-73.9862915,10/9/14 11:30 AM,10/9/14 11:28 AM,10/9/14 11:40 AM,10/9/14 11:46 AM,0.010983252,0.00609283,0:2,5
1322738,57878,150260,bicycle,Apple Store,Electronics Store,,,,,40.77507222,-73.98259529,40.78963,-73.967022,10/9/14 11:31 AM,10/9/14 12:06 PM,10/9/14 12:16 PM,10/9/14 12:27 PM,0.038763472,0.02131798,0:44,11
1322744,33321,84386,bicycle,$10 Blue Ribbon Fried Chicken Sandwich,,Tres Carnes Brisket Tacos,1,Today's Special,,40.72434,-73.99096,40.7474475,-73.992831,10/9/14 11:32 AM,10/9/14 11:30 AM,10/9/14 11:33 AM,10/9/14 11:58 AM,0.0183761,0.023183123,0:0,25
1322745,49620,122124,bicycle,$10 Blue Ribbon Fried Chicken Sandwich,,Tres Carnes Brisket Tacos,1,Today's Special,,40.72434,-73.99096,40.7618729,-73.9842871,10/9/14 11:32 AM,10/9/14 11:30 AM,10/9/14 11:34 AM,10/9/14 11:50 AM,0.012294456,0.038121466,0:2,15
1322787,235620,142394,bicycle,Shake Shack,Burger,Shack-cago Dog,1,Flat Top Dogs,,40.74088436,-73.98819868,40.7293015,-73.9869532,10/9/14 11:39 AM,10/9/14 12:04 PM,10/9/14 12:43 PM,10/9/14 12:52 PM,0.050236829,0.011649627,1:3,8
1322787,235620,142394,bicycle,Shake Shack,Burger,Cheese Fries,1,Fries,,40.74088436,-73.98819868,40.7293015,-73.9869532,10/9/14 11:39 AM,10/9/14 12:04 PM,10/9/14 12:43 PM,10/9/14 12:52 PM,0.050236829,0.011649627,1:3,8
1322800,325272,142301,bicycle,Momofuku Milk Bar,Dessert,Cereal Milk Shake,2,Shakes,,40.76284294,-73.97574565,40.7670122,-73.9814082,10/9/14 11:41 AM,10/9/14 11:40 AM,10/9/14 11:52 AM,10/9/14 12:52 PM,0.049292928,0.007031872,0:11,59
1322803,256852,128139,car,Olea,Mediterranean,Lentil Salad,1,Main Lunch Menu,08:12.2,40.687689,-73.970745,40.6880925,-73.9792735,10/9/14 11:41 AM,10/9/14 11:45 AM,10/9/14 12:00 PM,10/9/14 12:09 PM,0.018932894,0.00853804,0:9,9
1322798,155272,137743,bicycle,Whole Foods Market,Grocery Store,Original Crackers,1,Crackers,,40.723955,-73.991829,40.7236373,-73.9850024,10/9/14 11:41 AM,10/9/14 11:44 AM,10/9/14 12:32 PM,10/9/14 12:39 PM,0.039983507,0.006833989,0:50,6
1322798,155272,137743,bicycle,Whole Foods Market,Grocery Store,Original Almond Breeze Unsweet,1,Non Dairy Milk,,40.723955,-73.991829,40.7236373,-73.9850024,10/9/14 11:41 AM,10/9/14 11:44 AM,10/9/14 12:32 PM,10/9/14 12:39 PM,0.039983507,0.006833989,0:50,6
1322798,155272,137743,bicycle,Whole Foods Market,Grocery Store,Org Chicken Broth 4 Pack,1,Soup,,40.723955,-73.991829,40.7236373,-73.9850024,10/9/14 11:41 AM,10/9/14 11:44 AM,10/9/14 12:32 PM,10/9/14 12:39 PM,0.039983507,0.006833989,0:50,6
1322832,180821,101359,bicycle,Village Taverna,,,,,01:41.6,40.73332252,-73.99321547,40.7236764,-74.0107235,10/9/14 11:47 AM,10/9/14 11:52 AM,10/9/14 12:09 PM,10/9/14 12:32 PM,0.031056412,0.019989463,0:20,22
1322831,242,91807,walker,Bareburger,Burger,Classic,1,Bareburgers,04:57.1,40.74204545,-74.0007619,40.7521725,-74.0051432,10/9/14 11:48 AM,10/9/14 11:53 AM,10/9/14 12:15 PM,10/9/14 12:28 PM,0.027985984,0.01103417,0:22,12
1322854,61722,135149,bicycle,Seoul Chicken,,,,,05:42.0,40.71916968,-73.98487676,40.7261496,-73.9839488,10/9/14 11:50 AM,10/9/14 12:01 PM,10/9/14 12:22 PM,10/9/14 12:28 PM,0.0267575,0.007041332,0:26,6
1322873,44759,137743,bicycle,Dunkin' Donuts,Coffee,,,,,40.72960985,-73.99835741,40.7284286,-73.9938325,10/9/14 11:53 AM,10/9/14 12:45 PM,10/9/14 12:51 PM,10/9/14 1:00 PM,0.046580278,0.004676549,0:58,8
1322915,58675,142183,bicycle,Brooklyn Bagel & Coffee Co.,Breakfast,Big Hand Rolled Ketlleboiled Bagels,2,Hand Rolled Waterboiled Bagels,,40.74627906,-73.99794996,40.743635,-74.006331,10/9/14 12:00 PM,10/9/14 12:09 PM,10/9/14 12:27 PM,10/9/14 12:38 PM,0.025847292,0.008788227,0:26,10
1322956,95468,139111,bicycle,Beyond Sushi,Vegetarian,Spicy Shroom,1,Rice Paper Wraps,05:15.5,40.73281984,-73.98608565,40.745337,-73.980128,10/9/14 12:04 PM,10/9/14 12:04 PM,10/9/14 12:17 PM,10/9/14 12:28 PM,0.016739572,0.013862641,0:7,11
1322958,98356,156008,bicycle,Trader Joe's,Grocery Store,,,,,40.778504,-73.982092,40.7755735,-73.9845972,10/9/14 12:05 PM,10/9/14 12:05 PM,10/9/14 12:23 PM,10/9/14 12:37 PM,0.022289653,0.003855367,0:17,14
1323033,213877,115403,bicycle,Hu Kitchen,Gluten-Free,1/4 Organic Rotisserie Chicken,1,"Lunch + Dinner (M-F 11:30a-Close, Sa-Su 12p-Close)",,40.73567676,-73.99382953,40.752872,-73.987864,10/9/14 12:17 PM,10/9/14 12:17 PM,10/9/14 12:36 PM,10/9/14 12:57 PM,0.027744722,0.018200652,0:18,21
1323033,213877,115403,bicycle,Hu Kitchen,Gluten-Free,1/4 Organic Rotisserie Chicken W/ 2 Sides,1,"Lunch + Dinner (M-F 11:30a-Close, Sa-Su 12p-Close)",,40.73567676,-73.99382953,40.752872,-73.987864,10/9/14 12:17 PM,10/9/14 12:17 PM,10/9/14 12:36 PM,10/9/14 12:57 PM,0.027744722,0.018200652,0:18,21
1323045,369430,128139,car,The Meatball Shop,Italian,Side of Ice Cream,1,Desserts,05:08.9,40.71811007,-73.95754527,40.7166297,-73.9644191,10/9/14 12:20 PM,10/9/14 12:27 PM,10/9/14 12:39 PM,10/9/14 12:45 PM,0.017599329,0.007031433,0:14,5
1323077,79849,61900,bicycle,sweetgreen,Salad,Spicy Sabzi (vegan),2,Signatures,21:56.7,40.72132319,-74.00973201,40.7258489,-74.0041096,10/9/14 12:25 PM,10/9/14 1:22 PM,10/9/14 1:59 PM,10/9/14 2:05 PM,0.069391366,0.007217586,1:12,5
1323077,79849,61900,bicycle,sweetgreen,Salad,House Tea,1,Drinks,21:56.7,40.72132319,-74.00973201,40.7258489,-74.0041096,10/9/14 12:25 PM,10/9/14 1:22 PM,10/9/14 1:59 PM,10/9/14 2:05 PM,0.069391366,0.007217586,1:12,5
1323088,118773,59989,car,Chipotle Mexican Grill $1.99 Delivery,Mexican,,,,,40.76679184,-73.96280869,40.7605834,-73.9604719,10/9/14 12:27 PM,10/9/14 12:30 PM,10/9/14 12:39 PM,10/9/14 12:55 PM,0.019404259,0.006633646,0:12,15
1323102,307997,60761,bicycle,Leña Latin Grill,,,,,04:32.9,40.74982359,-73.98583518,40.7741944,-73.9647175,10/9/14 12:30 PM,,,10/9/14 1:14 PM,0.030794722,0.032247373,#NUM!,#N/A
1323118,75013,105427,bicycle,La Esquina Taqueria,,Bistec,3,Tacos,03:54.1,40.72135375,-73.99752529,40.7294245,-73.993707,10/9/14 12:35 PM,,,10/9/14 1:05 PM,0.020865625,0.008928403,#NUM!,#N/A
1323121,143373,154990,bicycle,Peacefood Cafe,Vegan,Pan-seared Shanghai-Style Dumplings,1,Side Dishes,02:54.2,40.78516004,-73.97691647,40.762309,-73.9739779,10/9/14 12:35 PM,10/9/14 12:34 PM,10/9/14 1:07 PM,10/9/14 1:21 PM,0.031744132,0.023039214,0:28,14
1323135,250494,142394,bicycle,Halal Food Cart,,,,,,40.72488152,-73.99713506,40.72388461,-73.99931685,10/9/14 12:41 PM,,,10/9/14 2:29 PM,0.074936053,0.002398749,#NUM!,#N/A
1323174,68300,142394,bicycle,Blue Ribbon Fried Chicken,American,Strawberry,1,Milkshakes,,40.72434,-73.99096,40.7053531,-74.0137451,10/9/14 12:46 PM,10/9/14 1:00 PM,10/9/14 1:25 PM,10/9/14 1:46 PM,0.041283252,0.029659116,0:38,21
1323196,110692,158791,car,United City Ice Cube Co,,,,,,40.7615748,-73.99451819,40.6804081,-74.0076262,10/9/14 12:53 PM,10/9/14 2:02 PM,10/9/14 2:11 PM,10/9/14 2:48 PM,0.080055336,0.082218325,1:18,37
1323209,120490,101359,bicycle,Parm,Italian,Choose 3 Vegetables,1,Vegetables,10:08.4,40.72301983,-73.995854,40.7532798,-73.9868297,10/9/14 12:53 PM,10/9/14 1:09 PM,10/9/14 1:28 PM,10/9/14 1:57 PM,0.044389965,0.031576955,0:24,29
1323209,120490,101359,bicycle,Parm,Italian,Potatoes,1,Sides,10:08.4,40.72301983,-73.995854,40.7532798,-73.9868297,10/9/14 12:53 PM,10/9/14 1:09 PM,10/9/14 1:28 PM,10/9/14 1:57 PM,0.044389965,0.031576955,0:24,29
1323206,338923,34063,bicycle,Hill Country Fried Chicken,Southern,Fresh-cut Fries,2,Sides,,40.74307542,-73.98914659,40.7514867,-74.0066396,10/9/14 12:54 PM,10/9/14 1:05 PM,10/9/14 1:19 PM,10/9/14 1:34 PM,0.027420255,0.019410175,0:24,14
1323301,316223,60891,bicycle,La Esquina Taqueria,,Bistec,1,Tacos,12:28.0,40.72135375,-73.99752529,40.72381704,-74.00965938,10/9/14 1:16 PM,,,10/9/14 2:11 PM,0.038654884,0.012381594,#NUM!,#N/A
1323299,325210,43196,bicycle,The Meatball Shop,American,Chicken Hero,1,Heroes,11:14.7,40.73613088,-74.0006483,40.7222117,-74.0114304,10/9/14 1:16 PM,10/9/14 1:28 PM,10/9/14 1:35 PM,10/9/14 1:47 PM,0.021592812,0.017606734,0:7,12
1323341,116293,79598,bicycle,Hu Kitchen,Gluten-Free,Wild Line-Caught Tuna Salad,1,Prepared Food,,40.73567676,-73.99382953,40.7275977,-74.0051425,10/9/14 1:26 PM,10/9/14 1:34 PM,10/9/14 1:56 PM,10/9/14 2:06 PM,0.027720775,0.013901603,0:30,9
1323343,359218,143085,car,The Meatball Shop,Italian,Vegetable,1,Naked Balls,17:48.9,40.72154512,-73.98884243,40.7245178,-73.9978552,10/9/14 1:26 PM,10/9/14 2:00 PM,10/9/14 2:16 PM,10/9/14 2:23 PM,0.039410602,0.009490357,0:31,7
1323348,57174,105427,bicycle,Tortaria,Mexican,Crispy Eggplant,1,Tortas,14:24.3,40.7338442,-73.99309158,40.72095627,-73.99928135,10/9/14 1:28 PM,10/9/14 1:44 PM,10/9/14 1:54 PM,10/9/14 2:03 PM,0.024698854,0.01429727,0:11,9
1323353,318689,99219,bicycle,Olive Garden,Italian,Lasagna Fritta,1,Antipasti,08:25.8,40.75930175,-73.98495913,40.7432177,-74.0073429,10/9/14 1:29 PM,10/9/14 1:29 PM,10/9/14 2:02 PM,10/9/14 2:19 PM,0.034569271,0.027563203,0:24,16
1323353,318689,99219,bicycle,Olive Garden,Italian,Steak Gorgonzola-Alfredo,1,Carne,08:25.8,40.75930175,-73.98495913,40.7432177,-74.0073429,10/9/14 1:29 PM,10/9/14 1:29 PM,10/9/14 2:02 PM,10/9/14 2:19 PM,0.034569271,0.027563203,0:24,16
1323412,102691,41408,car,Mighty Quinn's BBQ,BBQ,Brisket,1,Meats,,40.72751895,-73.9886713,40.7851086,-73.95690214,10/9/14 1:44 PM,10/9/14 2:40 PM,10/9/14 2:54 PM,10/9/14 3:46 PM,0.084814884,0.065771179,1:10,52
1323444,293232,113563,bicycle,No. 7 Sub | Ace Hotel,,Hot Roast Beef (Until 4PM Daily),1,Sandwiches,,40.74576898,-73.98886704,40.7522778,-73.9826202,10/9/14 1:48 PM,10/9/14 1:49 PM,10/9/14 2:18 PM,10/9/14 2:23 PM,0.02388566,0.009021516,0:29,5
1323444,293232,113563,bicycle,No. 7 Sub | Ace Hotel,,Dry Soda Rhubarb,1,Bottled Drinks,,40.74576898,-73.98886704,40.7522778,-73.9826202,10/9/14 1:48 PM,10/9/14 1:49 PM,10/9/14 2:18 PM,10/9/14 2:23 PM,0.02388566,0.009021516,0:29,5
1323470,140793,59989,car,Levain Bakery,Bakery,Chocolate Chip Walnut,1,Cookies,,40.77993009,-73.980335,40.7156275,-74.0061267,10/9/14 1:55 PM,10/9/14 2:17 PM,10/9/14 2:24 PM,10/9/14 3:10 PM,0.05218588,0.069282289,0:28,46
1323526,245264,115403,bicycle,Whole Foods Market,Grocery Store,,,,,40.76789,-73.9824,40.75223537,-74.00157132,10/9/14 2:06 PM,10/9/14 2:19 PM,10/9/14 2:30 PM,10/9/14 2:41 PM,0.024021319,0.024750899,0:23,11
1323723,65693,155234,bicycle,Mega Wine & Spirits,,,,,,40.79764211,-73.96973644,40.78668444,-73.9762064,10/9/14 2:33 PM,10/9/14 2:46 PM,10/9/14 2:52 PM,10/9/14 3:01 PM,0.019526042,0.012725205,0:19,8
1323888,354821,45026,bicycle,Momofuku Milk Bar,Dessert,3 Cookies,1,Cookies,,40.73179547,-73.98567259,40.7509505,-74.0062043,10/9/14 2:56 PM,10/9/14 2:57 PM,10/9/14 3:14 PM,10/9/14 3:48 PM,0.036151574,0.028079639,0:17,34
1324107,278520,81285,bicycle,Maison Ladurée,Dessert,Noix de Coco,1,Macaroons (Individual),,40.77067423,-73.96611476,40.7557344,-73.9889584,10/9/14 3:29 PM,10/9/14 3:42 PM,10/9/14 3:57 PM,10/9/14 4:12 PM,0.029860775,0.027295246,0:27,15
1324107,278520,81285,bicycle,Maison Ladurée,Dessert,Chocolat de Colombie,1,Macaroons (Individual),,40.77067423,-73.96611476,40.7557344,-73.9889584,10/9/14 3:29 PM,10/9/14 3:42 PM,10/9/14 3:57 PM,10/9/14 4:12 PM,0.029860775,0.027295246,0:27,15
1324119,91359,115403,bicycle,Eataly,Italian,,,,,40.7419247,-73.98983002,40.7383546,-73.987605,10/9/14 3:30 PM,10/9/14 3:33 PM,10/9/14 3:42 PM,10/9/14 3:48 PM,0.012395625,0.004206698,0:11,6
1324131,334758,90681,bicycle,Melt Shop,American,Cheesy Tots,1,Sides & Snacks,08:50.4,40.74460714,-73.99074197,40.7633199,-73.9938087,10/9/14 3:32 PM,10/9/14 3:32 PM,10/9/14 3:51 PM,10/9/14 4:03 PM,0.021635463,0.018962389,0:9,12
1324184,329652,41959,bicycle,Saks Shoe Department,,,,,,40.75896994,-73.97695665,40.7575138,-73.9626379,10/9/14 3:42 PM,10/9/14 3:59 PM,10/9/14 4:20 PM,10/9/14 4:30 PM,0.033516516,0.0143926,0:38,9
1324192,208514,145761,bicycle,California Pizza Kitchen,Pizza,Kids Original BBQ Chicken Pizza,1,Pizzas,06:02.0,40.74466624,-73.98334441,40.7413163,-73.9783844,10/9/14 3:43 PM,10/9/14 3:50 PM,10/9/14 4:02 PM,10/9/14 4:10 PM,0.019032407,0.005985303,0:13,7
1324219,45096,108006,bicycle,Momofuku Milk Bar,Dessert,"Pork Bun, Side & Drink",1,Meal Deals,,40.7871496,-73.97172231,40.7813859,-73.9596679,10/9/14 3:49 PM,10/9/14 4:11 PM,10/9/14 4:24 PM,10/9/14 4:33 PM,0.030400694,0.013361478,0:34,8
1324235,365225,104989,bicycle,Sarabeth's Restaurant,American,Sarabeth's Chicken Pot Pie,1,Entrees,22:42.1,40.76529895,-73.97566795,40.7798,-73.957061,10/9/14 3:51 PM,10/9/14 4:15 PM,10/9/14 5:00 PM,10/9/14 5:13 PM,0.05649353,0.023590232,0:46,12
1324233,81084,43196,bicycle,La Esquina Taqueria,,Frijoles Negros,1,Sides,04:00.0,40.72135375,-73.99752529,40.729262,-74.002658,10/9/14 3:51 PM,10/9/14 4:04 PM,10/9/14 4:12 PM,10/9/14 4:21 PM,0.020548553,0.009427889,0:16,8
1324368,351561,88804,bicycle,The Kati Roll Company,Indian,Chicken Tikka Roll (Daily Special),2,Rolls,03:13.9,40.75713793,-73.96827285,40.77433,-73.947928,10/9/14 4:21 PM,10/9/14 4:26 PM,10/9/14 4:35 PM,10/9/14 4:45 PM,0.016395174,0.026636068,0:10,9
1324387,366734,113041,bicycle,California Pizza Kitchen,Pizza,The Original BBQ Chicken Chopped,1,Salads,05:23.2,40.74466624,-73.98334441,40.7814599,-73.9806864,10/9/14 4:28 PM,10/9/14 4:40 PM,10/9/14 4:57 PM,10/9/14 5:33 PM,0.044996887,0.036889541,0:23,35
1324428,140477,155234,bicycle,Serafina Fabulous Pizza,Italian,Gnocchi “Di Mamma”,1,Pasta,06:44.3,40.77608319,-73.96217158,40.77326063,-73.95889094,10/9/14 4:34 PM,10/9/14 4:34 PM,10/9/14 4:53 PM,10/9/14 5:00 PM,0.01776728,0.004327759,0:12,6
1324440,143380,41959,bicycle,Maison Ladurée,Dessert,Framboise,1,Macaroons (Individual),,40.77067423,-73.96611476,40.7638694,-73.9629729,10/9/14 4:37 PM,10/9/14 4:39 PM,10/9/14 4:49 PM,10/9/14 4:58 PM,0.014797847,0.007495126,0:11,9
1324542,127149,108006,bicycle,Sarabeth's East,American,Adult Grilled Cheese & Cream of Tomato Soup,1,Sandwiches,11:09.7,40.78487734,-73.95592661,40.7666544,-73.9528472,10/9/14 5:04 PM,10/9/14 5:16 PM,10/9/14 5:40 PM,10/9/14 6:00 PM,0.039040868,0.0184813,0:25,19
1324542,127149,108006,bicycle,Sarabeth's East,American,Free-Range Chicken Pot Pie,1,Entrées,11:09.7,40.78487734,-73.95592661,40.7666544,-73.9528472,10/9/14 5:04 PM,10/9/14 5:16 PM,10/9/14 5:40 PM,10/9/14 6:00 PM,0.039040868,0.0184813,0:25,19
